fare_id,route_id,origin_id,destination_id
1,748cb45a7228434ca9ff97c559f6f340,32678,32339
2,748cb45a7228434ca9ff97c559f6f340,32329,30119
1,748cb45a7228434ca9ff97c559f6f340,32175,106880
1,748cb45a7228434ca9ff97c559f6f340,32692,93571
7,748cb45a7228434ca9ff97c559f6f340,32678,106880
37,748cb45a7228434ca9ff97c559f6f340,24964,30606
35,748cb45a7228434ca9ff97c559f6f340,106878,30606
1,748cb45a7228434ca9ff97c559f6f340,30631,24783
27,748cb45a7228434ca9ff97c559f6f340,139934,25989
36,748cb45a7228434ca9ff97c559f6f340,30119,152904
1,748cb45a7228434ca9ff97c559f6f340,30631,25192
20,748cb45a7228434ca9ff97c559f6f340,25823,25989
39,748cb45a7228434ca9ff97c559f6f340,93571,116556
16,748cb45a7228434ca9ff97c559f6f340,114421,106879
5,748cb45a7228434ca9ff97c559f6f340,32329,24783
2,748cb45a7228434ca9ff97c559f6f340,21842,25192
10,748cb45a7228434ca9ff97c559f6f340,116556,25192
5,748cb45a7228434ca9ff97c559f6f340,32329,25192
24,748cb45a7228434ca9ff97c559f6f340,32692,139934
1,748cb45a7228434ca9ff97c559f6f340,32339,32175
20,748cb45a7228434ca9ff97c559f6f340,21842,24783
13,748cb45a7228434ca9ff97c559f6f340,25823,32268
24,748cb45a7228434ca9ff97c559f6f340,93571,106879
32,748cb45a7228434ca9ff97c559f6f340,114421,116556
35,748cb45a7228434ca9ff97c559f6f340,116556,24783
35,748cb45a7228434ca9ff97c559f6f340,26619,26279
1,748cb45a7228434ca9ff97c559f6f340,32495,32678
7,748cb45a7228434ca9ff97c559f6f340,32495,32175
1,748cb45a7228434ca9ff97c559f6f340,21830,106878
36,748cb45a7228434ca9ff97c559f6f340,93571,30606
39,748cb45a7228434ca9ff97c559f6f340,106879,25192
1,748cb45a7228434ca9ff97c559f6f340,26619,31912
18,748cb45a7228434ca9ff97c559f6f340,32692,106881
26,748cb45a7228434ca9ff97c559f6f340,114421,25786
7,748cb45a7228434ca9ff97c559f6f340,139934,25044
10,748cb45a7228434ca9ff97c559f6f340,106879,24783
4,748cb45a7228434ca9ff97c559f6f340,93571,25786
4,748cb45a7228434ca9ff97c559f6f340,21830,32570
24,748cb45a7228434ca9ff97c559f6f340,32329,21830
27,748cb45a7228434ca9ff97c559f6f340,114421,30606
9,748cb45a7228434ca9ff97c559f6f340,106881,25044
18,748cb45a7228434ca9ff97c559f6f340,93570,106880
1,748cb45a7228434ca9ff97c559f6f340,32272,93571
1,748cb45a7228434ca9ff97c559f6f340,32268,152904
5,748cb45a7228434ca9ff97c559f6f340,32678,152904
12,748cb45a7228434ca9ff97c559f6f340,93570,32339
35,748cb45a7228434ca9ff97c559f6f340,154360,26619
37,748cb45a7228434ca9ff97c559f6f340,32339,116144
34,748cb45a7228434ca9ff97c559f6f340,21834,26619
17,748cb45a7228434ca9ff97c559f6f340,32175,152904
1,748cb45a7228434ca9ff97c559f6f340,30606,25192
13,748cb45a7228434ca9ff97c559f6f340,30119,106880
11,748cb45a7228434ca9ff97c559f6f340,154360,26279
26,748cb45a7228434ca9ff97c559f6f340,32339,25783
31,748cb45a7228434ca9ff97c559f6f340,21834,26279
1,748cb45a7228434ca9ff97c559f6f340,30606,24783
23,748cb45a7228434ca9ff97c559f6f340,32495,25783
24,748cb45a7228434ca9ff97c559f6f340,154360,31912
1,748cb45a7228434ca9ff97c559f6f340,21834,31912
16,748cb45a7228434ca9ff97c559f6f340,106880,116144
32,748cb45a7228434ca9ff97c559f6f340,24957,106880
5,748cb45a7228434ca9ff97c559f6f340,114421,25994
